Termékcsoport;Cikkszám;Vonalkód;Megnevezés;Kiszerelés;;Nagyker nettó ár;Áfa;Nagyker bruttó ár;VTSZ;Státusz
Gyógyhatású termék, étrend kieg;27508;5997310301451;ÚJJÁSZÜLETÉS HOMOKTÖVIS MAX ÉTREND KIEGÉSZÍTŐ 300G;300.000;g;3 565;27;4 528;2106909280;
Gyógyhatású termék, étrend kieg;14324;5997360123102;IN VITRO PLERUDIN TABLETTA 100DB;100.000;db;3 128;27;3 973;2106909899;
Gyógyhatású termék, étrend kieg;14351;5997367700917;CRAN-C KAPSZULA 30DB;30.000;db;1 783;27;2 264;2106909299;
Gyógyhatású termék, étrend kieg;14373;5997367701204;BIOEXTRA GINKGO BILOBA + ZÖLD TEA KIVONATOT TARTALMAZÓ ÉTREND KIEGÉSZÍTŐ 50ML;50.000;ml;624;27;793;13021980;
Gyógyhatású termék, étrend kieg;30256;5997367701686;BILUTIN-OMEGA KAPSZULA 60DB;60.000;db;4 600;27;5 842;210690968;
Gyógyhatású termék, étrend kieg;13563;5996001030106;RAPHACOL GRANULÁTUM 70G;70.000;g;796;27;1 010;2106090899;
Gyógyhatású termék, étrend kieg;37600;5997005332517;GINGKO BILOBA TABLETTA 60DB;60;db;1 199;27;1 523;2106909899;
Gyógyhatású termék, étrend kieg;42032;5997005332722;HERBÁRIA PATIKÁJA VAS+FOLSAV TABLETTA 60DB;60;db;880;27;1 117;2106909899;
Gyógyhatású termék, étrend kieg;14002;5997207712414;BÉRES ACTIVAL KID RÁGÓTABLETTA EPER 30DB;30.000;db;838;27;1 065;2106909890;
Gyógyhatású termék, étrend kieg;34275;5997207714944;VITAMINTÁR TÖZEGÁFONYA FILMTABLETTA 60DB;60.000;db;1 027;27;1 304;2106909899;
Gyógyhatású termék, étrend kieg;40538;5997207715248;VITAMINTÁR KURKUMA TABLETTA FLEXVITAL 60DB;60;db;1 232;27;1 564;210690;
Gyógyhatású termék, étrend kieg;38720;5997367702171;ALLIX FORTE KAPSZULA 60DB;60;db;1 725;27;2 191;210690;
Gyógyhatású termék, étrend kieg;14680;5997589101202;VIRECO KORPATABLETTA ALMAÍZŰ 120DB;120.000;db;423;27;537;2106909899;
Gyógyhatású termék, étrend kieg;14915;5997699500339;ALOE VERA GÉL TELJES LEVÉLBŐL 946ML;946.000;ml;3 212;27;4 079;1302199900;
Gyógyhatású termék, étrend kieg;14608;5997543500041;E-VITAMIN + SZELÉN + CINK TABLETTA 40DB;30.000;db;1 030;27;1 308;2106909899;
Gyógyhatású termék, étrend kieg;14620;5997566500288;MICROSE VITAMIN C 80MG DRAZSÉ 20DB;20.000;db;79;27;101;1704908100;
Gyógyhatású termék, étrend kieg;14794;5997636140468;VITA CAPS MÉHPEMPŐ KAPSZULA 60DB;60.000;db;1 324;27;1 682;2106909899;
Gyógyhatású termék, étrend kieg;14804;5997636141472;VITA CAPS BÉTA KAROTIN KAPSZULA 30DB;30.000;db;772;27;981;2106909899;
Gyógyhatású termék, étrend kieg;14886;5997690300013;HUMET-R SZIRUP 300ML;300.000;ml;3 565;27;4 528;2106909899;
Gyógyhatású termék, étrend kieg;40473;5997367702348;BIOEXTRA IMMUN MAXI MULTI RÁGÓTABLETTA NARANCS 20X10DB;200;db;4 370;27;5 550;210690;
Gyógyhatású termék, étrend kieg;44413;5997367702836;VENOVELLE 5 GYÓGYNÖVÉNY KIVONAT KOMBINÁCIÓJA 60DB;60;db;3 335;27;4 235;2106;
Gyógyhatású termék, étrend kieg;44693;5997367702867;K2-VITAMIN FORTE 100UG LÁGYZSELATIN KAPSZULA 60DB;60;db;1 093;27;1 387;2106909260;
Gyógyhatású termék, étrend kieg;14383;5997372350022;AMBROSIA SHIBU KAPSZULA 90DB;90.000;db;2 622;27;3 330;2106909899;
Gyógyhatású termék, étrend kieg;14761;5997591710102;SZÓJA LECITIN GRANULÁTUM 110G;110;g;1 035;27;1 314;2923200000;
Gyógyhatású termék, étrend kieg;14910;5997699500131;DR.THEISS ANTIOXID KAPSZULA 30DB;30.000;db;868;27;1 102;2106090899;
Gyógyhatású termék, étrend kieg;14927;5997699501275;DR.THEISS CARDIO 300 KAPSZULA 60DB;60.000;db;1 991;27;2 529;2106909200;
Gyógyhatású termék, étrend kieg;40191;5997367702416;BIOEXTRA SILYMARIN KAPSZULA 60DB;60;db;2 622;27;3 330;210690;
Gyógyhatású termék, étrend kieg;41887;5997367702621;BIOEXTRA MAGNE+C+B6 30DB;30;db;711;27;903;21069098-4;
Gyógyhatású termék, étrend kieg;14682;5997589101400;VIRECO ZABKORPA TABLETTA ŐSZIBARACKOS 120DB;120.000;db;423;27;537;2302309000;
Gyógyhatású termék, étrend kieg;28129;5997599107409;GALLMET-M TERMÉSZETES EPESAVAT ÉS GYÓGYNÖVÉNYEKET TARTALMAZÓ KAPSZULA 30DB;30.000;db;1 777;27;2 256;2106909260;
Gyógyhatású termék, étrend kieg;24372;5997636140642;VITA CAPS SZŐLŐMAG KAPSZULA 60DB;60.000;db;1 656;27;2 103;2106909849;
Gyógyhatású termék, étrend kieg;41724;5997310301505;RHODIOLA ROSEA ÉTREND KIEGÉSZÍTŐ 60DB;60;db;2 438;27;3 096;2106909899;
Gyógyhatású termék, étrend kieg;14317;5997360113059;IN VITRO FERROCOMP VAS FORTE TABLETTA 40DB;40.000;db;1 909;27;2 424;3004909902;
Gyógyhatású termék, étrend kieg;14338;5997367700283;BIOEXTRA CSEPPEK ORBÁNCFŰ 50ML;50.000;ml;649;27;824;1302199100;
Gyógyhatású termék, étrend kieg;14358;5997367701020;GRALMA KAPSZULA 60DB;60.000;db;2 185;27;2 775;2106909299;
Gyógyhatású termék, étrend kieg;29227;5997367701594;GASTRO-BON RÁGÓTABLETTA 30DB;30.000;db;1 495;27;1 899;21069098;
Gyógyhatású termék, étrend kieg;31616;5997367701822;BIOEXTRA CSEPPEK CITROMFŰ 50ML;50.000;ml;714;27;907;21069098;
Gyógyhatású termék, étrend kieg;42858;5997367702652;BIOEXTRA IMMUNOMIX KAPSZULA 60DB;60;db;1 366;27;1 735;21069098-4;
Gyógyhatású termék, étrend kieg;42859;5997367702669;BIOEXTRA IMMUNOMIX KAPSZULA MEGAPACK 100DB;100;db;2 048;27;2 601;21069098-4;
Gyógyhatású termék, étrend kieg;14611;5997543500096;KALCIUM+MAGNÉZIUM+CINK TABLETTA 90DB;90.000;db;1 287;27;1 634;3004901902;
Gyógyhatású termék, étrend kieg;39667;5997255706250;HAAS VITATAB KALCIUM 80G PEZSGŐTABLETTA 20DB;20;db;237;27;301;210690;
Gyógyhatású termék, étrend kieg;14244;5997310301123;HOMOKTÖVIS TABLETTA-ÉLETERŐ 100DB;100;db;2 617;27;3 324;1521909100;
Gyógyhatású termék, étrend kieg;14334;5997367700153;BIOEXTRA CSEPPEK CRATEGUS 50ML;50.000;ml;714;27;907;1302199100;
Gyógyhatású termék, étrend kieg;14337;5997367700191;BIOEXTRA CSEPPEK CICKAFARKFŰ 50ML;50.000;ml;714;27;907;2106909899;
Gyógyhatású termék, étrend kieg;39696;5997367701600;GASTRO-BON RÁGÓTABLETTA 60DB;60;db;2 300;27;2 921;210690;
Gyógyhatású termék, étrend kieg;32658;5997367701853;D3-VITAMIN PRÉMIUM 1000NE LÁGYZSELATIN KAPSZULA 60DB;60.000;db;1 140;27;1 447;21069098;
Gyógyhatású termék, étrend kieg;37518;5997367702102;BIOEXTRA OSTEOKOMPLEX TABLETTA 60DB;60;db;1 639;27;2 081;210690984;
Gyógyhatású termék, étrend kieg;40476;5997367702232;BIOEXTRA IMMUN MAXI MULTI RÁGÓTABLETTA SZAMÓCA ÍZŰ 60DB;60;db;1 585;27;2 013;210690;
Gyógyhatású termék, étrend kieg;40475;5997367702263;BIOEXTRA IMMUN MAXI MULTI RÁGÓTABLETTA SZAMÓCA ÍZŰ 20X10DB;200;db;4 370;27;5 550;210690;
Gyógyhatású termék, étrend kieg;42466;5997367702614;BIOEXTRA DIALLIN+C KAPSZULA 60DB;60;db;2 022;27;2 568;21069098-4;
Gyógyhatású termék, étrend kieg;40915;5997367702645;BIOEXTRA FOKHAGYMA KAPSZULA 100DB;100;db;1 180;27;1 498;210690;
Gyógyhatású termék, étrend kieg;14384;5997372350084;AMBROSIA PEPOSZEC KAPSZULA 60DB;60.000;db;1 541;27;1 957;2106909899;
Gyógyhatású termék, étrend kieg;14618;5997566500042;MICROSE VITAMIN C 60MG TABLETTA 20DB;20.000;db;83;27;105;2106909899;
Gyógyhatású termék, étrend kieg;41014;5997367702294;BIOEXTRA IMMUN MAXI RÁGÓTABLETTA MULTI ZÖLDALMA ÍZŰ 10DB;10;db;230;27;292;210690;
Gyógyhatású termék, étrend kieg;41122;5997599115602;GALLMET-N KAPSZULA 90DB;90;db;4 405;27;5 594;210690;
Gyógyhatású termék, étrend kieg;31043;5997636140475;VITA CAPS BÉTA KAROTIN KAPSZULA 60DB;60.000;db;1 139;27;1 446;2106909899;
Gyógyhatású termék, étrend kieg;14805;5997636141526;VITA CAPS LENMAGOLAJ KAPSZULA 30DB;30.000;db;772;27;981;2106909899;
Gyógyhatású termék, étrend kieg;31918;5997699501510;DR.THEISS COENZYM Q10 MAGNÉZIUM + E-VITAMIN FORTE KAPSZULA 60DB;60.000;db;2 928;27;3 718;2106909200;
Gyógyhatású termék, étrend kieg;14182;5997276721249;BIONIT ZELLER TABLETTA 70DB;30.000;g;552;27;701;1211121190;
Gyógyhatású termék, étrend kieg;14257;5997310301321;ÚJJÁSZÜLETÉS HOMOKTÖVIS ÉS PIROSSZŐLŐHÉJ LÉSŰRÍTMÉNY 200G;200.000;g;2 429;27;3 085;2106909899;
Gyógyhatású termék, étrend kieg;14335;5997367700160;BIOEXTRA CSEPPEK CSALÁN 50ML;50.000;ml;714;27;907;2106909899;
Gyógyhatású termék, étrend kieg;14355;5997367700993;BILACE FEKETE ÁFONYA E-VITAMIN KAPSZULA 45DB;45.000;db;2 013;27;2 556;2106090899;
Gyógyhatású termék, étrend kieg;31615;5997367701839;BIOEXTRA CSEPPEK KISVIRÁGÚ FÜZIKE 50ML;50.000;ml;714;27;907;21069098;
Gyógyhatású termék, étrend kieg;32550;5997367701846;OVANT BABA TERHESVITAMIN KAPSZULA 60DB;60.000;db;1 426;27;1 811;21069098;
Gyógyhatású termék, étrend kieg;35498;5997367701990;I SAY FELFÁZÁS KAPSZULA 30DB;30.000;db;2 208;27;2 804;2106909855;
Gyógyhatású termék, étrend kieg;29492;5997494100017;PROPUR® CSEPP 50ML;50.000;ml;903;27;1 146;21069098;
Gyógyhatású termék, étrend kieg;23995;5997543500010;JÓD PLUS TABLETTA 60DB;60.000;db;562;27;713;2106909899;
Gyógyhatású termék, étrend kieg;14803;5997636141465;VITA CAPS MÉHPEMPŐ KAPSZULA 30DB;30.000;db;883;27;1 122;2106909899;
Gyógyhatású termék, étrend kieg;14121;5997255703754;HAAS PEZSGŐTABLETTA MAGNÉZIUM 20DB;20.000;db;354;27;450;2106909899;
Gyógyhatású termék, étrend kieg;41713;5997274775015;PHARMATÉKA PLUS POLIFENOLOKAT TARTALMAZÓ KAPSZULA 20DB;20;db;1 380;27;1 753;08042090;
Gyógyhatású termék, étrend kieg;14347;5997367700849;BIOEXTRA GINSENG EXTRACTUM KONCENTRÁTUM 50ML;50.000;ml;661;27;840;2106909899;
Gyógyhatású termék, étrend kieg;14370;5997367701167;LUTEIN PLUSZ 10MG KAPSZULA 30DB;30.000;db;1 668;27;2 118;9185010000;
Gyógyhatású termék, étrend kieg;25062;5997367701266;BIOEXTRA GIN-GIN KAPSZULA 60DB;60.000;db;1 124;27;1 427;21069092;
Gyógyhatású termék, étrend kieg;33855;5997367701808;BIOEXTRA BEAUTY CAPS KAPSZULA ÉTREND KIEGÉSZÍTŐ 30DB;30.000;db;986;27;1 252;21069098;
Gyógyhatású termék, étrend kieg;40477;5997367702300;BIOEXTRA IMMUN MAXI MULTI RÁGÓTABLETTA ZÖLDALMA ÍZŰ 20X10DB;200;db;4 370;27;5 550;210690;
Gyógyhatású termék, étrend kieg;43732;5997367702751;NOVO C IMMUN LIQUID LIPOSZÓMÁLIS C-VITAMIN 136ML;136;ml;4 485;27;5 696;2936270000;
Gyógyhatású termék, étrend kieg;28159;5997207714012;BET C-VITAMIN RÁGÓTABLETTA GYEREKEKNEK 30DB;30.000;db;672;27;853;2106909899;
Gyógyhatású termék, étrend kieg;14025;5997237700023;ALLISAT DRAZSÉ FOKHAGYMA SZELÉN 100DB;100.000;db;495;27;628;712909000;
Gyógyhatású termék, étrend kieg;14227;5997287701827;NEUROSAN ENTERO POR 250G;250.000;g;1 474;27;1 872;2106909899;
Gyógyhatású termék, étrend kieg;14245;5997310301147;BIOKORREKTOR HOMOKTÖVISBOGYÓ RÁGÓTABLETTA 120DB;120.000;db;920;27;1 168;2106909899;
Gyógyhatású termék, étrend kieg;14332;5997367700030;BIOEXTRA EPOVIT PLUSZ LIGETSZÉPE HALOLAJ KAPSZULA 60DB;60.000;db;1 294;27;1 643;210690980;
Gyógyhatású termék, étrend kieg;37653;5997367702188;BIOEXTRA FERROVIT KAPSZULA GYŰJTŐ 12X30DB;360;db;5 711;27;7 252;210690984;
Gyógyhatású termék, étrend kieg;15486;5997880500988;DR.CHEN SPIRULINA ALGA KAPSZULA 60DB;60.000;db;754;27;958;2106909899;
Gyógyhatású termék, étrend kieg;14240;5997310301079;ÉLETERŐ HOMOKTÖVIS INSTANT ÉTREND KIEGÉSZÍTŐ 70G;70.000;g;1 019;27;1 294;813409500;
Gyógyhatású termék, étrend kieg;14247;5997310301161;FITOKORREKTOR CSICSÓKA TABLETTA 100DB;100.000;db;1 150;27;1 460;2106909899;
Gyógyhatású termék, étrend kieg;14341;5997367700382;BIOEXTRA GRAPEFRUIT MAG KIVONAT CSEPP 20ML;20.000;ml;913;27;1 160;2106909899;
Gyógyhatású termék, étrend kieg;14367;5997367701129;FERULANT KAPSZULA 60DB;60.000;db;6 325;27;8 033;2106909299;
Gyógyhatású termék, étrend kieg;14372;5997367701198;BIOEXTRA GINKGO BILOBA LEVÉL KIVONATOT TARTALMAZÓ ÉTREND KIEGÉSZÍTŐ 50ML;50.000;ml;595;27;755;13021980;
Gyógyhatású termék, étrend kieg;34379;5997367701945;BIOEXTRA JODOVIT TABLETTA 30DB;30.000;db;601;27;764;21069098;
Gyógyhatású termék, étrend kieg;14377;5997372310019;AMBROSIA KLIMOVIT KAPSZULA 24DB;24.000;db;1 254;27;1 592;3004901902;
Gyógyhatású termék, étrend kieg;14380;5997372310057;AMBROSIA GASTROSOL GYOMORCSEPP 50ML;50.000;ml;1 082;27;1 374;1302199900;
Gyógyhatású termék, étrend kieg;14385;5997372350091;AMBROSIA CARNIVIT MAX KAPSZULA 60DB;60.000;db;1 541;27;1 957;2106909899;
Gyógyhatású termék, étrend kieg;28133;5997599114407;GALLMET-N TERMÉSZETES EPESAVAT TARTALMAZÓ KAPSZULA 60DB;60.000;db;3 071;27;3 900;2106909260;
Gyógyhatású termék, étrend kieg;14340;5997367700375;BIOEXTRA CSEPPEK ORVOSIZSÁLYA 50ML;50.000;ml;714;27;907;2106909899;
Gyógyhatású termék, étrend kieg;14359;5997367701037;ANTIOXANT CSEPP 50ML;50.000;ml;1 265;27;1 607;2106909899;
Gyógyhatású termék, étrend kieg;14382;5997372330017;AMBROSIA BRONCHOVIT KAPSZULA 30DB;30.000;db;1 082;27;1 374;3004901902;
Gyógyhatású termék, étrend kieg;14609;5997543500065;BÉTA TABLETTA KAROTIN 40DB;40.000;db;819;27;1 040;2936100000;
Gyógyhatású termék, étrend kieg;43446;5997591703326;HILL VITAL GYÓGYFÜVES SALIKORT BALZSAM 250ML;250;ml;5 304;27;6 736;34013000;
Gyógyhatású termék, étrend kieg;45008;5997699501794;DR.THEISS  ZSÁLYÁS SZOPOGATÓ PASZTILLA C-VITAMINNAL 120G+24DB AJÁNDÉK;120;g;769;27;977;21069098-4;
Gyógyhatású termék, étrend kieg;13037;5709976439207;BIO-SLIM TABLETTA 60DB;60.000;db;3 276;27;4 161;2106909200;
Gyógyhatású termék, étrend kieg;29888;5990684550241;BÁLINT CSEPPEK PAJZS 50ML;50.000;ml;1 343;27;1 706;1302198000;
Gyógyhatású termék, étrend kieg;13564;5996001031004;RAPHACOL TABLETTA 30DB;30.000;db;351;27;446;2106090899;
Gyógyhatású termék, étrend kieg;15269;5997825710120;DR.MILESZ FAGYÖNGY+GALAGONYA TINKTÚRA 30ML;30.000;ml;1 159;27;1 472;1302191000;
Gyógyhatású termék, étrend kieg;15464;5997880500292;DR.CHEN LIGETSZÉPE KAPSZULA 50DB;50.000;db;534;27;678;1515909900;
Gyógyhatású termék, étrend kieg;24835;5998009119029;ADAMO MÁRIATÖVISMAG OLAJ KAPSZULA 50DB;50.000;db;822;27;1 044;2106909899;
Gyógyhatású termék, étrend kieg;41115;5997599109809;GALLMET-M KAPSZULA 90DB;90;db;4 945;27;6 280;210690;
Gyógyhatású termék, étrend kieg;33583;5998219306509;ZÖLDVÉR KURKUMA MEGADÓZIS PLUSZ KURKUMINNAL KAPSZULA 90DB;90.000;db;1 623;27;2 061;29362900;
Gyógyhatású termék, étrend kieg;41331;5998363105669;CULEVIT FORTE TABLETTA RÁKBETEGEKNEK  210DB;210;db;6 498;5;6 822;2106909201;
Gyógyhatású termék, étrend kieg;15756;5998020100365;TURBÓ DIÉTA ANTIOXIDÁNS KAPSZULA 60DB;60.000;db;2 482;27;3 152;2106909899;
Gyógyhatású termék, étrend kieg;36803;5997825710328;DR.MILESZ IMMUN ELIXIR FOLYADÉK 100ML;100.000;ml;1 186;27;1 507;1302;
Gyógyhatású termék, étrend kieg;15463;5997880500223;DR.CHEN NAN BAO POTENCIANÖVELŐ KAPSZULA 20DB;20.000;db;563;27;715;2106909899;
Gyógyhatású termék, étrend kieg;15478;5997880500551;DR.CHEN CÁPAPORC KAPSZULA 60DB;60.000;db;1 276;27;1 621;511919000;
Gyógyhatású termék, étrend kieg;14666;5997579700019;BUSA CSEPP KAPSZULA 48DB;48.000;db;2 875;27;3 651;2106909899;
Gyógyhatású termék, étrend kieg;28132;5997599113202;GALLMET-N TERMÉSZETES EPESAVAT TARTALMAZÓ KAPSZULA 30DB;30.000;db;1 610;27;2 045;2106909280;
Gyógyhatású termék, étrend kieg;36622;5997699501565;DR.THEISS CHARANTIA+KRÓM KAPSZULA 30DB;30.000;db;1 324;27;1 682;2106909200;
Gyógyhatású termék, étrend kieg;37787;5997699501640;ADDITIVA FORRÓ ITAL LIME +C VITAMIN+CINK+D3 VITAMIN 10DB;10;db;995;27;1 264;210690984;
Gyógyhatású termék, étrend kieg;26545;5998219305915;VIVA NATURA ZÖLDÁRPAFŰ 100% POR 150G;150.000;g;725;27;920;2008199500;
Gyógyhatású termék, étrend kieg;16437;5998603320029;EREDETI ORIGINAL ALOE VERA NEKTÁR NATÚR ROSTOS 1000ML;1000.000;ml;2 240;27;2 845;2202901090;
Gyógyhatású termék, étrend kieg;26575;5998603320142;CORAL CALCIUM COMPLEX ITAL 946ML;946.000;ml;2 489;27;3 161;21069098;
Gyógyhatású termék, étrend kieg;37784;5997699501626;ADDITIVA FORRÓ CITROM+ C VITAMIN+CINK+D3 VITAMIN 10DB;10;db;978;27;1 243;210690984;
Gyógyhatású termék, étrend kieg;15270;5997825710250;DR.MILESZ VAS SZIRUP 250ML;250.000;ml;1 092;27;1 387;3004901900;
Gyógyhatású termék, étrend kieg;15723;5998009119005;ADAMO HOMOKTÖVIS MAGOLAJ 10ML;10.000;ml;886;27;1 125;3004091000;
Gyógyhatású termék, étrend kieg;44667;5997005332388;HERBÁRIA D3 VITAMIN 2000NE KAPSZULA 60DB;60;db;1 084;27;1 377;2106909899;
Gyógyhatású termék, étrend kieg;34272;5997207714906;VITAMINTÁR OMEGA-3 1000MG KAPSZULA 100DB;100.000;db;1 482;27;1 883;2106909299;
Gyógyhatású termék, étrend kieg;34274;5997207714920;VITAMINTÁR Q10 60MG TABLETTA 60DB;60.000;db;1 607;27;2 040;2106909299;
Gyógyhatású termék, étrend kieg;39662;5997255703273;HAAS 300MG-OS C-VITAMIN+CINK 80MG PEZSGŐ TABLETTA 20DB;20;db;354;27;450;210690;
Gyógyhatású termék, étrend kieg;14256;5997310301314;ÚJJÁSZÜLETÉS HOMOKTÖVIS ÉS PIROSSZŐLŐHÉJ LÉSŰRÍTMÉNY340G;340.000;g;4 083;27;5 185;2106909899;
Gyógyhatású termék, étrend kieg;14259;5997310301345;ÉLETERŐ HOMOKTÖVIS MAGOLAJ E-VITAMINNAL 10ML;10.000;ml;1 150;27;1 460;1521909100;
Gyógyhatású termék, étrend kieg;14330;5997367700016;BIOEXTRA EPOVIT LIGETSZÉPEOLAJ KAPSZULA 60DB;60.000;db;1 149;27;1 459;210690980;
Gyógyhatású termék, étrend kieg;15876;5998219306349;ZÖLDVÉR LUCERNA KAPSZULA 78DB;78.000;db;1 025;27;1 301;1214100000;
Gyógyhatású termék, étrend kieg;24199;5998219306394;ZÖLDVÉR LIKARAP KAPSZULA 78DB;78.000;db;1 396;27;1 773;21069899;
Gyógyhatású termék, étrend kieg;16188;5998356500211;USA YUCCA KAPSZULA 100DB;100.000;db;2 530;27;3 213;2106909899;
Gyógyhatású termék, étrend kieg;41421;5998358502770;MULTI-TABS MULTIVITAMIN KID RÁGÓTABLETTA  COLA-LIME +FIGURA 30DB;30;db;1 714;27;2 177;21069092;
Gyógyhatású termék, étrend kieg;29739;5998394100084;MAGNESIUM DIASPORAL 400 EXTRA GRANULÁTUM 50DB;50.000;db;4 548;27;5 776;21069092;
Gyógyhatású termék, étrend kieg;35886;5998394100091;MAGNESIUM DIASPORAL 400 EXTRA DIREKT GRANULÁTUM 50DB;50.000;db;4 264;27;5 416;21069092;
Gyógyhatású termék, étrend kieg;15872;5998219306288;ZÖLDVÉR ZÖLDÁRPA KAPSZULA 78DB;78.000;db;1 107;27;1 406;1104111000;
Gyógyhatású termék, étrend kieg;42321;5998219306554;HIMALÁJA SÓ KAPSZULA 60DB;60;db;1 014;27;1 288;2106;
Gyógyhatású termék, étrend kieg;25033;5998607101006;INNOVITA SZERVES CINK TABLETTA 60DB;60.000;db;966;27;1 227;2106909899;
Gyógyhatású termék, étrend kieg;33063;5998607101624;BIOCO SZERVES MAGNÉZIUM+B6 TABLETTA MEGAPACK 90DB;90.000;db;1 369;27;1 738;2106909260;
Gyógyhatású termék, étrend kieg;15724;5998009119012;ADAMO HOMOKTÖVISOLAJ KAPSZULA 50DB;50.000;db;1 037;27;1 317;1515509900;
Gyógyhatású termék, étrend kieg;15871;5998219306271;ZÖLDVÉR BÚZAFŰ KAPSZULA 78DB;78.000;db;1 112;27;1 412;1104199900;
Gyógyhatású termék, étrend kieg;25807;5998377199944;R 47-PROTUMOL KAPSZULA 30DB;30.000;db;6 900;27;8 763;3307;
Gyógyhatású termék, étrend kieg;16294;5998534500071;INULIN KAPSZULÁBAN 90DB;90.000;db;804;27;1 021;1108200000;
Gyógyhatású termék, étrend kieg;29412;5998607101297;BIOCO Q10 100MG MEGA KAPSZULA 30DB;30.000;db;2 932;27;3 724;2106909849;
Gyógyhatású termék, étrend kieg;37306;5998607102133;DAMONA GINGKO BILOBA 80MG TABLETTA 90DB;90;db;1 190;27;1 511;1404900000;
Gyógyhatású termék, étrend kieg;41551;5998607102249;BIOCO GINZENG KIVONAT 60DB;60;db;1 484;27;1 884;2106909260;
Gyógyhatású termék, étrend kieg;16177;5998356500099;USA GINSENG KAPSZULA 100DB;100.000;db;3 220;27;4 089;2106909899;
Gyógyhatású termék, étrend kieg;41423;5998358502763;MULTI-TABS MULTIVITAMIN KID RÁGÓTABLETTA  EPER-MÁLNA +FIGURA 30DB;30;db;1 714;27;2 177;21069092;
Gyógyhatású termék, étrend kieg;16192;5998363105386;CULEVIT TABLETTA 180DB SPECIÁLIS TÁPSZER;180.000;db;5 463;5;5 736;2106909201;
Gyógyhatású termék, étrend kieg;24223;5998394100008;MAGNESIUM DIASPORAL 400 EXTRA GRANULÁTUM 20DB;20.000;db;2 285;27;2 902;2106909260;
Gyógyhatású termék, étrend kieg;25035;5998607100870;INNOVITA Q10 60MG TABLETTA 60DB;60.000;db;2 288;27;2 906;2106909899;
Gyógyhatású termék, étrend kieg;25102;5998607100924;BIOCO CSIPKEBOGYÓ 1000MG C-VITAMIN+CINK TABLETTA 60DB;60.000;db;1 254;27;1 592;2106909849;
Gyógyhatású termék, étrend kieg;39325;5998607101938;BIOCO PROSTAMEN 80DB;80;db;1 714;27;2 176;2106909260;
Gyógyhatású termék, étrend kieg;39764;5998607102393;BIOCO KAPORMAG KIVONAT TABLETTA KRÓMMAL 60DB;60;db;1 484;27;1 884;210690;
Gyógyhatású termék, étrend kieg;45018;5998607102898;BIOCO VALERIANA MAX 60DB;60;db;1 254;27;1 592;2106909260;
Gyógyhatású termék, étrend kieg;16704;5998794305720;NATURLAND PROPOLISZ CSEPP 30ML;30.000;ml;815;27;1 035;3004901902;
Gyógyhatású termék, étrend kieg;24200;5998219306387;ZÖLDVÉR ZÖLDKAGYLÓ KAPSZULA 60+18DB;78.000;db;1 586;27;2 014;21069899;
Gyógyhatású termék, étrend kieg;45153;5998358502947;CENTRUM A-TÓL Z-IG FILMTABLETTA 60+30DB;90;db;2 425;27;3 080;21069092;Új
Gyógyhatású termék, étrend kieg;28900;5998607100061;BIOCO Q10 20MG KAPSZULA 90DB;90.000;db;4 250;27;5 398;2106909899;
Gyógyhatású termék, étrend kieg;24836;5998009119036;ADAMO MÁRIATÖVISMAG OLAJ 50ML;50.000;ml;822;27;1 044;1521909100;
Gyógyhatású termék, étrend kieg;32102;5998219306462;ZÖLDVÉR KURKUMA MEGADÓZIS KAPSZULA 110DB;110.000;db;1 628;27;2 068;2106090000;
Gyógyhatású termék, étrend kieg;29738;5998394100077;MAGNESIUM DIASPORAL 400 EXTRA DIREKT GRANULÁTUM 20DB;20.000;db;2 205;27;2 800;21069092;
Gyógyhatású termék, étrend kieg;15869;5998219306127;ZÖLDVÉR BÚZAFŰ KAPSZULA 110DB;110.000;db;1 450;27;1 842;1104199900;
Gyógyhatású termék, étrend kieg;39311;5998363105638;CULEVIT FORTE ITALPOR RÁKBETEGEKNEK 30DB;30;db;27 502;5;28 877;2106909201;
Gyógyhatású termék, étrend kieg;40105;5998394100053;MAGNESIUM DIASPORAL 300 GRANULÁTUM 20DB;20;db;1 824;27;2 316;210690;
Gyógyhatású termék, étrend kieg;27876;5998560388346;MACA PERUI ZSÁZSA ÉTREND KIEGÉSZÍTŐ KAPSZULA 60DB;60.000;db;1 069;27;1 358;2106909846;
Gyógyhatású termék, étrend kieg;16474;5998607100238;BIOCO CSIPKEBOGYÓ C-VITAMIN 1000MG TABLETTA 60DB;60.000;db;1 139;27;1 446;2106909849;
Gyógyhatású termék, étrend kieg;34262;5998607101778;BIOCO OVI VITAMIN RÁGÓTABLETTA 60DB;60.000;db;1 369;27;1 738;2106909260;
Gyógyhatású termék, étrend kieg;39078;5998607102294;BIOCO SZŐLŐMAGKIVONAT MEGAPACK 100DB;100;db;1 208;27;1 534;2106909260;
Gyógyhatású termék, étrend kieg;39763;5998607102386;BIOCO FOKHAGYMA+GALAGONYA+GINKGO BILOBA KAPSZULA 60DB;60;db;1 484;27;1 884;210690;
Gyógyhatású termék, étrend kieg;40796;5998607102461;BIOCO K2 50UG RÁGÓTABLETTA+D3 VITAMIN GYEREKEKNEK 60DB;60;db;1 599;27;2 030;210690;
Gyógyhatású termék, étrend kieg;16700;5998794305539;NATURLAND PROPOLISZ+C-VITAMIN TABLETTA 20DB;20.000;db;620;27;787;3004901902;
